the presidents who was negative named the impossible and chinese englishmen,1
the emperor who was smaller pushed the uncertainty and scary exile,0
the mariner who was uncertain scorched the smart and offensive parisians,1
the spectators who was fourth spared the uncertain and overwhelmed barbarian,0
the writers who was funny spared the slick and unexpected lecturer,0
the defendant who was offensive hated the icy and uncredited emperors,1
the sucker who was imprisoned saved the federal and unconscious mariner,0
the barbarian who was imperial mailed the unnecessary and smaller violinist,0
the lover who was oldest taxed the foul and free sucker,0
the shrinks who was notorious masked the imperial and foul spectator,0
the husband who was swift perceived the oldest and frozen homosexual,0
the president who was older drenched the unnamed and usual merchant,0
the exile who was smart deluged the imprisoned and improved  islamists,1
the loyalists who was scots taught the swift and foul president,0
the governors who was impressive immersed the clinical and swift mariners,1
the husband who was ugly twirled the future and uncomfortable engineer,0
the mariners who was swift mailed the smaller and odd emperors,1
the exile who was unique bound the foul and odd sucker,0
the exile who was old twirled the iconic and swiss shrinks,1
the exiles who was useful decorated the important and foul vocalists,1
the exiles who was unconscious kicked the smallest and unexpected girlfriends,1
the engineers who was funny fancied the focused and chief girlfriends,1
the fisherman who was unique showed the iconic and swiss technician,0
the loyalist who was orthodox bound the unsuccessful and older fishermen,1
the governor who was organization promised the funny and universal vocalist,0
the barbarians who was older understood the unconscious and smaller exiles,1
the spouses who was negative kicked the organized and unsuccessful lovers,1
the defendants who was criminal envied the important and improved barbarians,1
the technician who was notorious doused the slight and universal spectator,0
the fiance who was oldest addressed the notorious and slim englishman,0
the fiances who was useful liked the impressive and imperial rabbis,1
the loyalist who was slim doused the scientific and smaller martyr,0
the rabbis who was frozen saw the slim and oldest spouse,0
the sergeant who was frustrated admired the small and swiss enthusiasts,1
the parisian who was universal injected the uncertain and critical parisians,1
the fishermen who was unhappy promised the odd and swiss islamist,0
the husbands who was focused carried the unsuccessful and smaller writers,1
the rabbis who was smaller sliced the ukrainian and unsuccessful enthusiasts,1
the exile who was friendly uncovered the notorious and female spouses,1
the speakers who was improved addressed the ugly and imprisoned fisherman,0
the husbands who was organized deluged the usual and orthodox writers,1
the homosexuals who was icy saw the small and smaller rabbi,0
the fishermen who was older admired the fourth and usual barbarian,0
the warlocks who was immortal drenched the unsuccessful and noble islamist,0
the heroes who was iconic dragged the useful and immortal presidents,1
the emperor who was useless blanketed the universal and immortal sergeants,1
the grader who was uncertainty smothered the focused and ukrainian rabbi,0
the  islamists who was future served the unique and organized rabbis,1
the mariners who was small saw the iconic and female lover,0
the boxer who was feminine considered the unique and clinical lecturer,0
the engineer who was nuclear injected the funny and offensive governors,1
the merchant who was slight smothered the official and initial defendants,1
the shrinks who was universal carried the noble and scary governor,0
the boxers who was frustrated charged the irish and overwhelmed girlfriends,1
the programmers who was fourth bathed the scared and unhappy ruler,0
the spouses who was overwhelmed mentioned the imperial and unhappy spectator,0
the enthusiast who was unnecessary bathed the notorious and slim scribes,1
the programmers who was smart blanketed the outstanding and chief sucker,0
the barbarians who was smart bound the uncredited and important sucker,0
the loyalist who was feminine pushed the federal and unhappy enthusiast,0
the writer who was important promised the scottish and oldest scribes,1
the warlock who was friendly addressed the unnamed and ordinary hero,0
the speakers who was swift scorched the criminal and overwhelmed rabbi,0
the writers who was small scorched the slight and odd homosexual,0
the president who was slick doused the old and usual speaker,0
the enthusiasts who was usual judged the unnecessary and overwhelmed spectator,0
the defendants who was old considered the unconscious and clinical writers,1
the emperor who was unhappy concealed the smaller and imperial scribe,0
the lovers who was unnecessary lifted the iconic and unconscious engineer,0
the martyrs who was unnamed dubbed the offensive and uncertain speaker,0
the englishmen who was organization considered the odd and smallest speaker,0
the lover who was official anointed the focused and odd exile,0
the englishman who was critical elected the irish and slim speaker,0
the parisians who was unsuccessful bathed the fresh and unconscious sergeants,1
the defendants who was critical immersed the criminal and official martyr,0
the scribes who was impossible uncovered the immense and frozen defendant,0
the  islamists who was frustrated served the uncomfortable and unconscious boxer,0
the defendants who was noble dragged the uncredited and uncertainty boxer,0
the sergeant who was free saw the useful and unnecessary speaker,0
the spouse who was unnecessary taxed the criminal and frozen vocalists,1
the writers who was organization envied the federal and future merchant,0
the parisian who was funny fined the imperial and uncertainty loyalist,0
the warlocks who was older decorated the iconic and smallest hero,0
the programmer who was female dubbed the unsuccessful and important lovers,1
the martyrs who was imperial dirtied the icy and negative englishmen,1
the lecturers who was frozen found the imprisoned and useful heroes,1
the writer who was iconic kicked the fourth and outstanding rulers,1
the writer who was noble anointed the frozen and immense fiance,0
the fishermen who was scientific saw the smaller and useful parisian,0
the fiance who was foul charged the useful and new islamist,0
the lovers who was unsuccessful fined the impressive and ukrainian barbarians,1
the writer who was swiss cut the frustrated and odd barbarians,1
the scribes who was slick begrudged the oldest and scary programmers,1
the sucker who was fourth rubbed the overwhelmed and feminine barbarian,0
the speaker who was notorious anointed the nuclear and impressive hero,0
the husbands who was official refused the slight and uncertainty sergeants,1
the martyr who was critical fed the swift and future warlock,0
the spouse who was initial liked the frozen and swift englishmen,1
the hero who was imprisoned singed the unique and slick technician,0
the spectators who was irish watched the future and friendly  islamists,1
