the physicist fed the husband,1
the grader left the shrink,1
the deputy threw the warlock,1
the protestant charged the visitor,1
the villain taught the escort,1
the spectator fancied the sire,0
the ruler surprised the prisoner,0
the programmer smelled the expert,0
the speaker kicked the villain,1
the texan served the mariner,1
the trader recognized the psychologist,0
the provider enjoyed the spouse,0
the psychologist heard the technician,0
the fisherman begrudged the escort,0
the husband charged the protector,1
the engineer needed the supporter,0
the fisherman understood the elector,0
the bartender mentioned the bully,1
the proctor overcharged the deputy,1
the hungarian sold the spouse,1
the hero watched the goldsmith,0
the designer envied the englishman,0
the healer reported the goldsmith,1
the provider suggested the minion,1
the biologist loved the minion,0
the emperor enjoyed the biologist,0
the programmer kicked the martyr,1
the prisoner preferred the hero,0
the knight loved the barrister,0
the settler told the bully,1
the defendant understood the victor,0
the programmer brought the exile,1
the warlock addressed the fisherman,1
the prostitute recognized the supporter,0
the martyr needed the husband,0
the trader saved the emperor,1
the protagonist told the boxer,1
the fiance doubted the lover,0
the technician considered the teller,0
the engineer begrudged the boxer,0
the provider desired the shaman,0
the fisherman considered the mariner,0
the emperor threw the ruler,1
the scribe surprised the ruler,0
the emperor told the proctor,1
the fisherman believed the texan,0
the scribe taught the ruler,1
the speaker fancied the emperor,0
the sucker admired the photographer,0
the healer preferred the warlock,0
the fiance sent the visitor,1
the deputy admired the proctor,0
the photographer reported the goldsmith,1
the translator overcharged the deputy,1
the boxer suggested the loyalist,1
the scribe envied the loyalist,0
the vocalist addressed the martyr,1
the speaker addressed the governor,1
the spouse fancied the sucker,0
the vocalist charged the fiance,1
the barrister carried the scribe,1
the victor brought the visitor,1
the defendant traded the grader,1
the scribe concerned the minion,0
the vocalist watched the villain,0
the prostitute peddled the deputy,1
the homosexual owned the executive,0
the defendant begrudged the loyalist,0
the provider owned the sergeant,0
the ruler watched the investor,0
the healer addressed the victor,1
the programmer traded the protector,1
the seller showed the ruler,1
the shaman smelled the supporter,0
the fiance sent the protestant,1
the defendant forgave the islamist,0
the islamist reported the emperor,1
the prostitute refused the designer,1
the prostitute hated the englishman,0
the minion needed the girlfriend,0
the exile announced the goldsmith,1
the englishman recognized the martyr,0
the investor announced the sucker,1
the biologist brought the mariner,1
the prisoner taught the parisian,1
the victor sold the defendant,1
the designer doubted the escort,0
the deputy told the enthusiast,1
the expert reported the visitor,1
the governor told the enthusiast,1
the rabbi suggested the proctor,1
the husband revealed the villain,1
the governor watched the expert,0
the defendant heard the husband,0
the governor owned the provider,0
the squire spared the governor,1
the proctor impressed the spectator,0
the shaman left the emperor,1
the bully considered the loyalist,0
the sire watched the goldsmith,0
the rabbi enjoyed the trader,0
the sire carried the prostitute,1
the victor addressed the designer,1
