fed,1
served,1
left,1
brought,1
passed,1
sent,1
sold,1
traded,1
peddled,1
offered,1
carried,1
dragged,1
threw,1
kicked,1
told,1
taught,1
showed,1
addressed,1
announced,1
revealed,1
reported,1
mentioned,1
suggested,1
proposed,1
refused,1
saved,1
charged,1
overcharged,1
tipped,1
spared,1
fined,1
taxed,1
appointed,1
elected,1
crowned,1
named,1
judged,1
found,1
labeled,1
ruled,1
moved,1
maneuvered,1
burned,1
scorched,1
washed,1
cleaned,1
ate,1
devoured,1
cut,1
sliced,1
understood,0
admired,0
hated,0
liked,0
loved,0
enjoyed,0
believed,0
watched,0
saw,0
considered,0
fancied,0
envied,0
begrudged,0
forgave,0
