the boxers kicked the presidents,1
the spouses labeled the  islamists,1
the shrink suggested the speakers,0
the martyr tainted the englishman,0
the homosexual showed the englishmen,0
the enthusiast restored the sergeants,0
the violinist bathed the mariners,0
the presidents understood the heroes,1
the violinists anointed the homosexuals,1
the boxers stained the defendant,1
the husband splashed the hero,0
the violinists smothered the boxers,1
the husband tainted the loyalists,0
the speakers suggested the lovers,1
the defendant pushed the vocalists,0
the sucker envied the loyalists,0
the girlfriend doused the enthusiasts,0
the homosexual named the graders,0
the islamist dubbed the programmer,0
the suckers blanketed the girlfriends,1
the warlocks found the violinists,1
the writer rubbed the shrinks,0
the husband saw the hero,0
the warlock contaminated the fiances,0
the boxer twirled the englishman,0
the  islamists carpeted the rabbis,1
the loyalist uncovered the girlfriends,0
the exile taught the martyrs,0
the boxer blanketed the rulers,0
the rabbis splashed the islamist,1
the husband smothered the mariner,0
the hero pushed the homosexuals,0
the loyalists promised the defendant,1
the bartender washed the defendant,0
the spouse begrudged the girlfriend,0
the graders rubbed the barbarians,1
the merchants singed the spouses,1
the spectators revealed the lecturers,1
the lovers judged the engineers,1
the emperor splashed the graders,0
the emperor deluged the rabbi,0
the scribes begrudged the englishman,1
the defendants admired the scribes,1
the  islamists scorched the husbands,1
the enthusiasts blanketed the rabbi,1
the merchant glimpsed the engineer,0
the sergeants scorched the barbarian,1
the martyr stained the engineers,0
the fiance spared the merchant,0
the mariners drenched the englishman,1
the enthusiast carpeted the martyr,0
the fiance judged the mariners,0
the ruler rubbed the governors,0
the englishmen charged the ruler,1
the barbarian mentioned the writer,0
the rabbis moved the loyalists,1
the exile found the islamist,0
the presidents pushed the rabbi,1
the spectator washed the merchants,0
the speaker splashed the shrink,0
the scribes understood the speaker,1
the fishermen twirled the vocalists,1
the parisians found the husbands,1
the loyalists cleaned the suckers,1
the sucker cut the scribes,0
the spouses scorched the writer,1
the spectator carried the barbarians,0
the parisians spared the suckers,1
the husbands lifted the boxers,1
the fishermen pushed the homosexual,1
the rabbis bathed the rulers,1
the fiances considered the parisians,1
the enthusiasts admired the shrinks,1
the rulers found the fiances,1
the defendant decorated the exile,0
the loyalists liked the englishman,1
the programmers doused the merchant,1
the rabbis appointed the boxers,1
the girlfriend lifted the spouses,0
the writer pushed the enthusiast,0
the governors pushed the shrink,1
the spectators charged the defendant,1
the warlocks addressed the enthusiast,1
the lovers cleaned the fiances,1
the martyr uncovered the spouses,0
the fisherman exposed the lover,0
the rabbis perceived the lovers,1
the homosexuals understood the shrink,1
the speakers liked the parisians,1
the defendants dirtied the loyalist,1
the emperors loved the rulers,1
the technician forgave the shrink,0
the englishman stained the scribes,0
the technicians tipped the islamist,1
the defendants splashed the violinists,1
the engineers smothered the parisian,1
the fiances hated the grader,1
the graders begrudged the englishman,1
the suckers labeled the mariner,1
the vocalists splashed the merchants,1
the englishman saw the lecturers,0
the speaker doused the emperor,0
the spectators choked the fisherman,1
the bartender devoured the boxer,0
the boxer addressed the mariners,0
the graders pushed the lovers,1
the parisians drenched the sergeants,1
the mariners bandaged the fisherman,1
the president twirled the barbarians,0
the engineer stained the heroes,0
the spectators loved the governor,1
the englishmen dragged the writer,1
the shrinks cleaned the grader,1
the enthusiast choked the technicians,0
the boxer masked the rulers,0
the lecturer addressed the violinist,0
the barbarian kicked the governor,0
the fiance uncovered the graders,0
the lover mentioned the technician,0
the sergeants immersed the engineers,1
the martyr liked the loyalists,0
the rulers bound the violinist,1
the programmer cut the rabbis,0
the rulers stained the graders,1
the enthusiast fancied the husbands,0
the defendant saw the islamist,0
the lecturer labeled the writer,0
the warlock judged the boxers,0
the lovers refused the boxer,1
the exile kicked the shrink,0
the technician restored the islamist,0
the heroes dirtied the martyrs,1
the engineer saw the spectator,0
the lecturer masked the writer,0
the mariner carried the bartender,0
the loyalist served the scribe,0
the scribes showed the bartender,1
the exiles judged the president,1
the suckers immersed the homosexuals,1
the boxer forgave the writer,0
the girlfriends cut the grader,1
the husband labeled the violinist,0
the parisian judged the husbands,0
the fisherman saw the martyr,0
the mariners anointed the governor,1
the barbarian exposed the lecturer,0
the vocalist dirtied the spectators,0
the emperor deluged the englishman,0
the engineers dragged the parisian,1
the girlfriend mentioned the fishermen,0
the rabbi carried the fiances,0
the mariners spared the hero,1
the boxer tipped the scribe,0
the vocalist restored the governor,0
the parisians found the presidents,1
the defendant taught the graders,0
the emperor charged the exiles,0
the loyalists served the warlock,1
the fiance showed the girlfriend,0
the fiances liked the scribes,1
the lovers uncovered the technician,1
the scribes carpeted the homosexual,1
the spouse saved the vocalist,0
the parisians loved the fiance,1
the writer admired the ruler,0
the exile masked the girlfriend,0
the president dragged the homosexual,0
the fiances concealed the hero,1
the parisians suggested the spectator,1
the suckers understood the englishman,1
the merchants told the lover,1
the husbands carried the boxers,1
the ruler singed the fisherman,0
the spouses appointed the heroes,1
the lecturers sliced the violinist,1
the sucker forgave the scribe,0
the homosexual refused the emperor,0
the graders charged the fiances,1
the enthusiast charged the barbarian,0
the writers bound the girlfriends,1
the husbands masked the shrink,1
the sucker saw the englishman,0
the governors envied the defendants,1
the writers perceived the rabbi,1
the grader singed the spectators,0
the presidents exposed the governor,1
the scribe ate the vocalists,0
